no,term,uri,label,definition,ontologyShort,ontology,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
382,continent,http://vivoweb.org/ontology/core#Continent,Continent,A large contiguous landmass  that is at least partially surrounded by water together with any islands on its continental shelf.,VIVO,http://data.bioontology.org/ontologies/VIVO,0,0,0,0,0,0,1,0,0,0,0,0
383,continent,http://sweetontology.net/humanJurisdiction/Continent,Continent,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,0,1,0,0,0,0,0
384,continent,http://sweetontology.net/realmLandform/Continent,Continent,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,0,1,0,0,0,0,0
385,continent,http://purl.obolibrary.org/obo/GAZ_00000013,continent,"One of the large unbroken masses of land into which the ""Earths surface is divided.""",GAZ,http://data.bioontology.org/ontologies/GAZ,0,0,0,0,0,0,1,0,0,0,0,0
386,continent,http://purl.obolibrary.org/obo/GAZ_00000013,continent,"One of the large unbroken masses of land into which the ""Earths surface is divided.""",GENEPIO,http://data.bioontology.org/ontologies/GENEPIO,0,0,0,0,0,0,1,0,0,0,0,0
387,continent,http://purl.obolibrary.org/obo/GEO_000000374,continent,,GEO,http://data.bioontology.org/ontologies/GEO,0,0,0,0,0,0,1,0,0,0,0,0
388,continent,http://purl.obolibrary.org/obo/GEO_000000374,continent,,APOLLO-SV,http://data.bioontology.org/ontologies/APOLLO-SV,0,0,0,0,0,0,1,0,0,0,0,0
389,continent,http://schema.org/Continent,Continent,One of the continents (for example Europe or Africa).,SCHEMA,http://data.bioontology.org/ontologies/SCHEMA,0,0,0,0,0,0,1,0,0,0,0,0
390,continent,http://vivoweb.org/ontology/core#Continent,Continent,A large contiguous landmass  that is at least partially surrounded by water together with any islands on its continental shelf.,VIVO-ISF,http://data.bioontology.org/ontologies/VIVO-ISF,0,0,0,0,0,0,1,0,0,0,0,0
391,continent,http://rdf.geospecies.org/ont/geospecies#Continent,Continent,,GEOSPECIES,http://data.bioontology.org/ontologies/GEOSPECIES,0,0,0,0,0,0,1,0,0,0,0,0
392,continent,http://www.semanticweb.org/associatedmedicine/lavima/2011/10/Ontology1.owl#Continent,Continent,,ONTOMA,http://data.bioontology.org/ontologies/ONTOMA,0,0,0,0,0,0,1,0,0,0,0,0
393,continent,http://purl.obolibrary.org/obo/GEO_000000374,continent,,HANCESTRO,http://data.bioontology.org/ontologies/HANCESTRO,0,0,0,0,0,0,1,0,0,0,0,0
394,,,,,,,,,,,,,,,,,,
395,specialist,http://purl.bioontology.org/ontology/LNC/LA28116-4,Specialist,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,1,0,0,0,0,0,0,0,0
396,specialist,http://purl.jp/bio/4/id/200906007150802661,specialist,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,1,0,0,0,0,0,0,0,0
397,specialist,http://www.semanticweb.org/ontologies/epo.owl#Specialist,specialist,,EPO,http://data.bioontology.org/ontologies/EPO,0,0,0,1,0,0,0,0,0,0,0,0
398,,,,,,,,,,,,,,,,,,
399,generalist,,,,,,0,0,0,1,0,0,0,0,0,0,0,0
400,,,,,,,,,,,,,,,,,,
401,general,http://purl.bioontology.org/ontology/LNC/LA17571-3,General,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,1,0,0,0,0,0,0,0,0
402,general,http://purl.bioontology.org/ontology/HL7/C3812897,General,<p>General care performed by a general practitioner or family doctor as a responsible provider for a patient.</p>,HL7,http://data.bioontology.org/ontologies/HL7,0,0,0,1,0,0,0,0,0,0,0,0
403,general,http://d-nb.info/gnd/4132742-1,General,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,0,0,1,0,0,0,0,0,0,0,0
404,general,http://childhealthservicemodels.eu/asthma#MOCHA-ADHD_000000,general,,AO,http://data.bioontology.org/ontologies/AO,0,0,0,1,0,0,0,0,0,0,0,0
405,general,http://purl.obolibrary.org/obo/RoleO_0000213,general,,ROLEO,http://data.bioontology.org/ontologies/ROLEO,0,0,0,1,0,0,0,0,0,0,0,0
406,general,http://www.mskcc.org/ontologies/2013/03/sae.owl#General,General,,SSE,http://data.bioontology.org/ontologies/SSE,0,0,0,1,0,0,0,0,0,0,0,0
407,general,http://www.semanticweb.org/abed/ontologies/2015/1/untitled-ontology-336#General,General,,FALL,http://data.bioontology.org/ontologies/FALL,0,0,0,1,0,0,0,0,0,0,0,0
408,general,http://www.semanticweb.org/hsiehjulien/ontologies/2016/3/untitled-ontology-4#General,General,,CSTD,http://data.bioontology.org/ontologies/CSTD,0,0,0,1,0,0,0,0,0,0,0,0
409,general,http://purl.bioontology.org/ontology/SNOMEDCT/60132005,Generalized,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,1,0,0,0,0,0,0,0,0
410,general,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63764,Generalized,Widespread broadly dispersed common.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,1,0,0,0,0,0,0,0,0
411,general,http://purl.bioontology.org/ontology/SNMI/G-A366,Generalized,,SNMI,http://data.bioontology.org/ontologies/SNMI,0,0,0,1,0,0,0,0,0,0,0,0
412,,,,,,,,,,,,,,,,,,
413,natural,http://purl.bioontology.org/ontology/SNOMEDCT/510009,Natural,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,1,1,0,0,0,0,0,0,0,0,0
414,natural,http://purl.bioontology.org/ontology/LNC/LA16034-3,Natural,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,1,1,0,0,0,0,0,0,0,0,0
415,natural,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85060,Natural,A description for something that exists in or is produced by nature and is not artificial or man-made.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,1,1,0,0,0,0,0,0,0,0,0
416,natural,http://purl.bioontology.org/ontology/SNMI/G-A447,Natural,,SNMI,http://data.bioontology.org/ontologies/SNMI,0,1,1,0,0,0,0,0,0,0,0,0
417,natural,http://purl.jp/bio/11/meo/MEO_0001263,natural,,MEO,http://data.bioontology.org/ontologies/MEO,0,1,1,0,0,0,0,0,0,0,0,0
418,natural,http://purl.obolibrary.org/obo/SO_0000782,natural,An attribute describing a feature that occurs in nature.,NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,0,1,1,0,0,0,0,0,0,0,0,0
419,natural,http://purl.obolibrary.org/obo/SO_0000782,natural,An attribute describing a feature that occurs in nature.,SO,http://data.bioontology.org/ontologies/SO,0,1,1,0,0,0,0,0,0,0,0,0
420,natural,http://purl.obolibrary.org/obo/SO_0000782,natural,An attribute describing a feature that occurs in nature.,ORTH,http://data.bioontology.org/ontologies/ORTH,0,1,1,0,0,0,0,0,0,0,0,0
421,natural,http://www.shojaee.com/shr/shr.owl#Natural,Natural,,SHR,http://data.bioontology.org/ontologies/SHR,0,1,1,0,0,0,0,0,0,0,0,0
422,,,,,,,,,,,,,,,,,,
423,additional,http://purl.bioontology.org/ontology/LNC/LP35025-3,Additional,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,0,0,0,0,0,0,1
424,additional,http://purl.bioontology.org/ontology/LNC/LP263791-8,Additional,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,0,0,0,0,0,0,1
425,additional,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25406,Additional,Added; extra; further.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,0,0,0,0,0,0,1
426,additional,http://purl.obolibrary.org/obo/NCIT_C25406,Additional,Added; extra; further.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,0,0,0,0,0,0,0,0,0,0,0,1
427,,,,,,,,,,,,,,,,,,
428,native,http://purl.bioontology.org/ontology/SNOMEDCT/263818007,Native,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,1,0,0,1,0,0,0,0
429,native,http://purl.bioontology.org/ontology/RCD/XC0AB,Native,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,1,0,0,1,0,0,0,0
430,native,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73789,Native,Of or related to the original state or source; natural.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,1,0,0,1,0,0,0,0
431,native,http://sweetontology.net/matrPlant/Native,Native,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,1,0,0,1,0,0,0,0
432,native,http://aimlab.cs.uoregon.edu/smash/ontologies/smash-ontology#Native,Native,,SMASH,http://data.bioontology.org/ontologies/SMASH,0,0,0,0,1,0,0,1,0,0,0,0
433,native,http://purl.obolibrary.org/obo/MI_0909,native,State of the protein without interference i.e. the natural form.,MI,http://data.bioontology.org/ontologies/MI,0,0,0,0,1,0,0,1,0,0,0,0
434,native,http://mmisw.org/ont/Technology/ComputerNetworks/Native,Native,,CN,http://data.bioontology.org/ontologies/CN,0,0,0,0,1,0,0,1,0,0,0,0
435,,,,,,,,,,,,,,,,,,
436,non-native,,,,,,0,1,1,1,0,1,1,1,0,0,1,1
437,,,,,,,,,,,,,,,,,,
438,(closely) related,http://purl.bioontology.org/ontology/SNOMEDCT/262094002,Related,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,1,0,0,0,0,0,0
439,(closely) related,http://purl.bioontology.org/ontology/RCD/X90fJ,Related,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,0,1,0,0,0,0,0,0
440,(closely) related,http://www.w3.org/2006/vcard/ns#Related,Related,To specify a relationship between another entity and the entity represented by this vCard,VIVO,http://data.bioontology.org/ontologies/VIVO,0,0,0,0,0,1,0,0,0,0,0,0
441,(closely) related,http://purl.bioontology.org/ontology/HL7/C1552599,related,<p>An action taken with respect to a subject Entity by a regulatory or authoritative body with supervisory capacity over that entity. The action is taken in response to behavior by the subject Entity that body finds to be undesirable.</p><p>Suspension license restrictions monetary fine letter of reprimand mandated training mandated supervision etc.<i>Examples:</i></p>,HL7,http://data.bioontology.org/ontologies/HL7,0,0,0,0,0,1,0,0,0,0,0,0
442,(closely) related,http://www.w3.org/2006/vcard/ns#Related,Related,To specify a relationship between another entity and the entity represented by this vCard,VIVO-ISF,http://data.bioontology.org/ontologies/VIVO-ISF,0,0,0,0,0,1,0,0,0,0,0,0
443,(closely) related,http://purl.obolibrary.org/obo/ODGI.owl#Related,Related,,OGDI,http://data.bioontology.org/ontologies/OGDI,0,0,0,0,0,1,0,0,0,0,0,0
444,(closely) related,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25648,Relationship,A state of connectedness between people objects or events to be associated or connected with something.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,1,0,0,0,0,0,0
445,(closely) related,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53260,Definitely Related to Intervention,A characteristic used to qualify the adverse event as certainly related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event including laboratory test abnormality occurring in a plausible time relationship to medical intervention and which cannot be explained by concurrent disease or other interventions. The response to withdrawal of the medical product (dechallenge) should be clinically plausible. The event must be definitive pharmacologically or phenomenologically using a satisfactory rechallenge procedure if necessary.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,1,0,0,0,0,0,0
446,(closely) related,http://purl.obolibrary.org/obo/NCIT_C25648,Relationship,A state of connectedness between people objects or events to be associated or connected with something.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,0,0,0,0,0,1,0,0,0,0,0,0
447,,,,,,,,,,,,,,,,,,
448,invasive,http://purl.bioontology.org/ontology/SNOMEDCT/10179008,Invasive,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,1,0,0,0,0,0,0,0
449,invasive,http://purl.bioontology.org/ontology/LNC/LP102225-2,Invasive,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,1,0,0,0,0,0,0,0
450,invasive,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14159,Invasive,Marked by a tendency to spread especially into healthy surrounding tissue.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,1,0,0,0,0,0,0,0
451,invasive,http://radlex.org/RID/RID5680,invasive,,RADLEX,http://data.bioontology.org/ontologies/RADLEX,0,0,0,0,1,0,0,0,0,0,0,0
452,invasive,http://purl.bioontology.org/ontology/SNMI/G-A423,Invasive,,SNMI,http://data.bioontology.org/ontologies/SNMI,0,0,0,0,1,0,0,0,0,0,0,0
453,invasive,http://scai.fraunhofer.de/CSEO#CSEO_00000368,Invasive,,CSEO,http://data.bioontology.org/ontologies/CSEO,0,0,0,0,1,0,0,0,0,0,0,0
454,invasive,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000844,invasive,An invasiveness quality where the skin is penetrated or broken or a body cavity is being entered.\\n\\nsource: http://en.wikipedia.org/wiki/Invasiveness_of_surgical_procedures,HUPSON,http://data.bioontology.org/ontologies/HUPSON,0,0,0,0,1,0,0,0,0,0,0,0
455,invasive,http://purl.jp/bio/4/id/200906053041358010,minimally invasive,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
456,invasive,http://purl.jp/bio/4/id/201106000710453882,Invasive plant,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
457,invasive,http://purl.jp/bio/4/id/201506043132774956,Invasive species,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
458,invasive,http://www.projecthalo.com/aura#Invasive-Species,Invasive-Species,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
459,,"comment: probably about non-invasive (medical) methods, not in a sense of invasion",,,,,,,,,,,,,,,,
460,non-invasive,http://purl.bioontology.org/ontology/SNOMEDCT/22762002,Non-invasive,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,1,0,0,0,0,0,0,0
461,non-invasive,http://purl.jp/bio/4/id/200906014207705290,non-invasive,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
462,non-invasive,http://purl.jp/bio/4/id/201606011654068937,non invasive,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
463,non-invasive,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000845,non-invasive,"invasiveness quality ""when no break in the skin is created and there is no contact with the mucosa or skin break or internal body cavity beyond a natural or artificial body orifice.""\\n\\nsource: http://en.wikipedia.org/wiki/Invasiveness_of_surgical_procedures",HUPSON,http://data.bioontology.org/ontologies/HUPSON,0,0,0,0,1,0,0,0,0,0,0,0
464,non-invasive,http://purl.bioontology.org/ontology/SNMI/G-A454,Non-invasive,,SNMI,http://data.bioontology.org/ontologies/SNMI,0,0,0,0,1,0,0,0,0,0,0,0
465,,,,,,,,,,,,,,,,,,
466,disturbed,,,,,,,,,,,,,,,,,
467,disturbed,http://purl.bioontology.org/ontology/OMIM/MTHU013337,Disturbed equilibrium,,OMIM,http://data.bioontology.org/ontologies/OMIM,0,0,0,0,0,0,0,0,0,0,1,0
468,disturbed,http://purl.bioontology.org/ontology/ICPC2P/N17013,disturbed balance,,ICPC2P,http://data.bioontology.org/ontologies/ICPC2P,0,0,0,0,0,0,0,0,0,0,1,0
469,disturbed,http://purl.obolibrary.org/obo/ENVO_01000445,disturbed area,A disturbed area is an environmental zone which includes an ecosystem which was subject to an ecological disturbance. That is the ecosystem in the area has undergone a pronounced change in response to a change in environmental conditions or other perturbation.This is often used by plant collectors when early successional species are observed in an area.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,0,0,0,0,1,0
470,disturbed,http://purl.obolibrary.org/obo/ENVO_01000445,disturbed area,A disturbed area is an environmental zone which includes an ecosystem which was subject to an ecological disturbance. That is the ecosystem in the area has undergone a pronounced change in response to a change in environmental conditions or other perturbation.This is often used by plant collectors when early successional species are observed in an area.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,0,0,0,0,0,1,0
471,,,,,,,,,,,,,,,,,,
472,undisturbed,,,,,,0,0,0,0,0,0,0,0,0,0,1,0
473,,,,,,,,,,,,,,,,,,
474,resistant,http://purl.bioontology.org/ontology/SNOMEDCT/30714006,Resistant,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,1,0,0,0,0,0,0,0,0,0,0
475,resistant,http://purl.bioontology.org/ontology/LNC/LA6676-6,Resistant,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,1,0,0,0,0,0,0,0,0,0,0
476,resistant,http://purl.bioontology.org/ontology/SNMI/G-D460,Resistant,,SNMI,http://data.bioontology.org/ontologies/SNMI,0,1,0,0,0,0,0,0,0,0,0,0
477,resistant,http://www.co-ode.org/ontologies/galen#resistant,resistant,,GALEN,http://data.bioontology.org/ontologies/GALEN,0,1,0,0,0,0,0,0,0,0,0,0
478,resistant,http://purl.bioontology.org/ontology/HL7/C1550464,Resistant,<p>Bacterial strain inhibited in vitro by a concentration of an antimicrobial agent that is associated with a high likelihood of therapeutic failure. Reference: CLSI (http://www.clsi.org/Content/NavigationMenu/Resources/HarmonizedTerminologyDatabase/Harmonized_Terminolo.htm) Projects: ISO 20776-1 ISO 20776-2</p><p>Note 1: Bacterial strains are categorized as resistant by applying the appropriate breakpoints in a defined phenotypic test system.</p><p>Note 2: This breakpoint can be altered due to changes in circumstances (e.g. changes in commonly used drug dosages emergence of new resistance mechanisms).</p>,HL7,http://data.bioontology.org/ontologies/HL7,0,1,0,0,0,0,0,0,0,0,0,0
479,resistant,http://purl.bioontology.org/ontology/SNOMEDCT/260356003,Moderately resistant,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,1,0,0,0,0,0,0,0,0,0,0
480,resistant,http://purl.bioontology.org/ontology/SNOMEDCT/409792002,Resistant organism,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,1,0,0,0,0,0,0,0,0,0,0
481,resistant,http://purl.bioontology.org/ontology/LNC/LA9660-7,Presumed resistant,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,1,0,0,0,0,0,0,0,0,0,0
482,resistant,http://purl.bioontology.org/ontology/RCD/X80wK,Moderately resistant,,RCD,http://data.bioontology.org/ontologies/RCD,0,1,0,0,0,0,0,0,0,0,0,0
483,resistant,http://purl.obolibrary.org/obo/PATO_0001178,resistant to,"A resistance quality inhering in a bearer by virtue of the ""bearers resistance to a stimulus.""",PATO,http://data.bioontology.org/ontologies/PATO,0,1,0,0,0,0,0,0,0,0,0,0
484,resistant,http://purl.obolibrary.org/obo/PATO_0001178,resistant to,"A resistance quality inhering in a bearer by virtue of the ""bearers resistance to a stimulus.""",NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,0,1,0,0,0,0,0,0,0,0,0,0
485,resistant,http://purl.org/obo/owl/PATO#PATO_0001178,resistant to,,HUPSON,http://data.bioontology.org/ontologies/HUPSON,0,1,0,0,0,0,0,0,0,0,0,0
486,resistant,http://purl.org/obo/owl/PATO#PATO_0001178,resistant to,,BIOMODELS,http://data.bioontology.org/ontologies/BIOMODELS,0,1,0,0,0,0,0,0,0,0,0,0
487,resistant,http://purl.obolibrary.org/obo/PATO_0001178,resistant to,"A resistance quality inhering in a bearer by virtue of the ""bearers resistance to a stimulus.""",UPHENO,http://data.bioontology.org/ontologies/UPHENO,0,1,0,0,0,0,0,0,0,0,0,0
488,resistant,http://purl.obolibrary.org/obo/IDO_0000571,resistant entity,A material entity that has a resistance disposition.,IDOBRU,http://data.bioontology.org/ontologies/IDOBRU,0,1,0,0,0,0,0,0,0,0,0,0
489,resistant,http://purl.obolibrary.org/obo/PATO_0001178,resistant to,"A resistance quality inhering in a bearer by virtue of the ""bearers resistance to a stimulus.""",FLOPO,http://data.bioontology.org/ontologies/FLOPO,0,1,0,0,0,0,0,0,0,0,0,0
490,resistant,http://purl.obolibrary.org/obo/PATO_0001178,resistant to,"A resistance quality inhering in a bearer by virtue of the ""bearers resistance to a stimulus.""",NIFDYS,http://data.bioontology.org/ontologies/NIFDYS,0,1,0,0,0,0,0,0,0,0,0,0
491,,,,,,,,,,,,,,,,,,
492,success,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25362,Success,An event that accomplishes its intended purpose.,NCIT,http://data.bioontology.org/ontologies/NCIT,1,0,0,0,0,1,0,1,1,1,1,0
493,success,http://purl.bioontology.org/ontology/CSP/2483-5678,success,favorable outcome of an activity.,CRISP,http://data.bioontology.org/ontologies/CRISP,1,0,0,0,0,1,0,1,1,1,1,0
494,success,http://id.loc.gov/authorities/subjects/sh85129587,Success,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,1,0,0,0,0,1,0,1,1,1,1,0
495,success,http://purl.obolibrary.org/obo/GAZ_22224116,Success,,GAZ,http://data.bioontology.org/ontologies/GAZ,1,0,0,0,0,1,0,1,1,1,1,0
496,success,http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_1685000,success,success is a planned_process quality that indicates whether the process achieved the desired outcome,NEMO,http://data.bioontology.org/ontologies/NEMO,1,0,0,0,0,1,0,1,1,1,1,0
497,success,http://purl.obolibrary.org/obo/NCIT_C25362,Success,An event that accomplishes its intended purpose.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,1,0,0,0,0,1,0,1,1,1,1,0
498,success,http://purl.jp/bio/4/id/201106003120812401,Reproductive success,,IOBC,http://data.bioontology.org/ontologies/IOBC,1,0,0,0,0,1,0,1,1,1,1,0
499,success,http://localhost/plosthes.2017-1#8764,Reproductive success,,PLOSTHES,http://data.bioontology.org/ontologies/PLOSTHES,1,0,0,0,0,1,0,1,1,1,1,0
500,success,http://purl.bioontology.org/ontology/SNOMEDCT/385668008,Success of action,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,1,0,0,0,0,1,0,1,1,1,1,0
501,success,http://id.loc.gov/authorities/subjects/sh85129588,Success--Psychological aspects,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,1,0,0,0,0,1,0,1,1,1,1,0
502,,,,,,,,,,,,,,,,,,
503,process,http://purl.bioontology.org/ontology/SNOMEDCT/415178003,Process,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,0,0,0,1,0,0,0
504,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,0,0,1,0,0,0
505,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,OBI,http://data.bioontology.org/ontologies/OBI,0,0,0,0,0,0,0,0,1,0,0,0
506,process,http://purl.obolibrary.org/obo/BFO_0000015,process,An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,CL,http://data.bioontology.org/ontologies/CL,0,0,0,0,0,0,0,0,1,0,0,0
507,process,http://www.ifomis.org/bfo/1.1/span#ProcessualEntity,process,A process is an entity that exists in time by occurring or happening has temporal parts and always involves and depends on some entity during the time it occurs.,EFO,http://data.bioontology.org/ontologies/EFO,0,0,0,0,0,0,0,0,1,0,0,0
508,process,http://purl.obolibrary.org/obo/BFO_0000015,Process,,VIVO,http://data.bioontology.org/ontologies/VIVO,0,0,0,0,0,0,0,0,1,0,0,0
509,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,0,0,0,0,0,0,0,0,1,0,0,0
510,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,ENM,http://data.bioontology.org/ontologies/ENM,0,0,0,0,0,0,0,0,1,0,0,0
511,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),MFOEM,http://data.bioontology.org/ontologies/MFOEM,0,0,0,0,0,0,0,0,1,0,0,0
512,process,http://purl.dataone.org/odo/ECSO_00000546,Process,An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,0,0,0,1,0,0,0
513,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,0,0,0,1,0,0,0
514,process,http://www.ifomis.org/span#Process,process,,CSEO,http://data.bioontology.org/ontologies/CSEO,0,0,0,0,0,0,0,0,1,0,0,0
515,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),OGMS,http://data.bioontology.org/ontologies/OGMS,0,0,0,0,0,0,0,0,1,0,0,0
516,process,http://purl.obolibrary.org/obo/VSAO_0000180,process,Anatomical structure that is a natural outgrowth projection or appendage. A process can be part of a bone cartilage tissue fin scale etc.,TAO,http://data.bioontology.org/ontologies/TAO,0,0,0,0,0,0,0,0,1,0,0,0
517,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),BFO,http://data.bioontology.org/ontologies/BFO,0,0,0,0,0,0,0,0,1,0,0,0
518,process,http://purl.obolibrary.org/obo/BFO_0000015,process,,PR,http://data.bioontology.org/ontologies/PR,0,0,0,0,0,0,0,0,1,0,0,0
519,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,STATO,http://data.bioontology.org/ontologies/STATO,0,0,0,0,0,0,0,0,1,0,0,0
520,process,http://www.radiomics.org/RO/Process,Process,,RO,http://data.bioontology.org/ontologies/RO,0,0,0,0,0,0,0,0,1,0,0,0
521,process,http://www.ifomis.org/bfo/1.1/span#Process,process,Examples: the life of an organism the process of sleeping the process of cell-divisionDefinition: A processual entity span:ProcessualEntity that is a maximally connected spatiotemporal whole and has bona fide beginnings and endings corresponding to real discontinuities.,SDO,http://data.bioontology.org/ontologies/SDO,0,0,0,0,0,0,0,0,1,0,0,0
